Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
0.16795,0.04208,0.16383,0.12175,0.0572,0.10587,0.78011,0.056,32.8535314
0.16795,0.04208,0.16383,0.12175,0.0572,0.10587,0.78011,0.1,39.2311844
0.21372,0.09805,0.02451,0.18171,0.06860000000000001,0.10658,0.78538,0.003,17.9953236
0.21372,0.09805,0.02451,0.18171,0.06860000000000001,0.10658,0.78538,0.014,30.38520732
0.21372,0.09805,0.02451,0.18171,0.06860000000000001,0.10658,0.78538,0.028,45.70536404
0.21372,0.09805,0.02451,0.18171,0.06860000000000001,0.10658,0.78538,0.056,50.77301264
0.21372,0.09805,0.02451,0.18171,0.06860000000000001,0.10658,0.78538,0.1,53.90323368
0.21375999999999998,0.09806000000000001,0.02452,0.18174,0.0665,0.1066,0.78552,0.003,13.18278112
0.21375999999999998,0.09806000000000001,0.02452,0.18174,0.0665,0.1066,0.78552,0.014,17.83674412
0.21375999999999998,0.09806000000000001,0.02452,0.18174,0.0665,0.1066,0.78552,0.028,40.2309246
0.21375999999999998,0.09806000000000001,0.02452,0.18174,0.0665,0.1066,0.78552,0.056,47.13257936
0.21375999999999998,0.09806000000000001,0.02452,0.18174,0.0665,0.1066,0.78552,0.1,49.973220479999995
0.22968,0.0,0.11816,0.19523,0.0613,0.10280999999999998,0.75763,0.003,13.35515012
0.22968,0.0,0.11816,0.19523,0.0613,0.10280999999999998,0.75763,0.014,22.31833812
0.22968,0.0,0.11816,0.19523,0.0613,0.10280999999999998,0.75763,0.028,24.53845084
0.22968,0.0,0.11816,0.19523,0.0613,0.10280999999999998,0.75763,0.056,31.35047372
0.22968,0.0,0.11816,0.19523,0.0613,0.10280999999999998,0.75763,0.1,40.85834776
0.23805,0.0,0.09411,0.18666,0.07,0.09499099999999999,0.84701,0.003,19.93275116
0.23805,0.0,0.09411,0.18666,0.07,0.09499099999999999,0.84701,0.014,25.68987576
0.23805,0.0,0.09411,0.18666,0.07,0.09499099999999999,0.84701,0.028,30.2335226
0.23805,0.0,0.09411,0.18666,0.07,0.09499099999999999,0.84701,0.056,39.58971192
0.23805,0.0,0.09411,0.18666,0.07,0.09499099999999999,0.84701,0.1,44.298833
0.25,0.0,0.09569,0.18741999999999998,0.0553,0.09568600000000001,0.86117,0.003,13.817099039999999
0.25,0.0,0.09569,0.18741999999999998,0.0553,0.09568600000000001,0.86117,0.014,24.91766264
0.25,0.0,0.09569,0.18741999999999998,0.0553,0.09568600000000001,0.86117,0.028,29.21999288
0.25,0.0,0.09569,0.18741999999999998,0.0553,0.09568600000000001,0.86117,0.056,38.32797084
0.25,0.0,0.09569,0.18741999999999998,0.0553,0.09568600000000001,0.86117,0.1,42.347615919999996
0.21252000000000001,0.0,0.10037,0.15932,0.08710000000000001,0.10078,0.90359,0.003,13.54130864
0.21252000000000001,0.0,0.10037,0.15932,0.08710000000000001,0.10078,0.90359,0.014,26.310404159999997
0.21252000000000001,0.0,0.10037,0.15932,0.08710000000000001,0.10078,0.90359,0.028,31.640053639999998
0.21252000000000001,0.0,0.10037,0.15932,0.08710000000000001,0.10078,0.90359,0.056,42.54756396
0.21252000000000001,0.0,0.10037,0.15932,0.08710000000000001,0.10078,0.90359,0.1,42.919881
0.21256999999999998,0.0,0.10039000000000001,0.15935,0.10369999999999999,0.10038,0.90379,0.003,13.33446584
0.21256999999999998,0.0,0.10039000000000001,0.15935,0.10369999999999999,0.10038,0.90379,0.014,25.3727168
0.21256999999999998,0.0,0.10039000000000001,0.15935,0.10369999999999999,0.10038,0.90379,0.028,37.404073
0.21256999999999998,0.0,0.10039000000000001,0.15935,0.10369999999999999,0.10038,0.90379,0.056,44.395359639999995
0.21256999999999998,0.0,0.10039000000000001,0.15935,0.10369999999999999,0.10038,0.90379,0.1,47.739318239999996
0.212,0.0,0.12478,0.159,0.0784,0.10854000000000001,0.7995399999999999,0.003,19.519065559999998
0.212,0.0,0.12478,0.159,0.0784,0.10854000000000001,0.7995399999999999,0.014,31.35047372
0.212,0.0,0.12478,0.159,0.0784,0.10854000000000001,0.7995399999999999,0.028,38.500339839999995
0.212,0.0,0.12478,0.159,0.0784,0.10854000000000001,0.7995399999999999,0.056,45.08483564
0.212,0.0,0.12478,0.159,0.0784,0.10854000000000001,0.7995399999999999,0.1,47.8151606
0.23175,0.0,0.12162,0.17396,0.0672,0.10564000000000001,0.7784500000000001,0.003,15.43736764
0.23175,0.0,0.12162,0.17396,0.0672,0.10564000000000001,0.7784500000000001,0.014,26.77235308
0.23175,0.0,0.12162,0.17396,0.0672,0.10564000000000001,0.7784500000000001,0.028,33.72916592
0.23175,0.0,0.12162,0.17396,0.0672,0.10564000000000001,0.7784500000000001,0.056,42.69924868
0.23175,0.0,0.12162,0.17396,0.0672,0.10564000000000001,0.7784500000000001,0.1,45.83636448
0.25137,0.0,0.11827,0.18844999999999998,0.0575,0.10284000000000001,0.75773,0.003,17.22311048
0.25137,0.0,0.11827,0.18844999999999998,0.0575,0.10284000000000001,0.75773,0.014,29.93015316
0.25137,0.0,0.11827,0.18844999999999998,0.0575,0.10284000000000001,0.75773,0.028,29.654362759999998
0.25137,0.0,0.11827,0.18844999999999998,0.0575,0.10284000000000001,0.75773,0.056,36.96970312
0.25137,0.0,0.11827,0.18844999999999998,0.0575,0.10284000000000001,0.75773,0.1,43.58177796
0.25137,0.0,0.11827,0.18844999999999998,0.0635,0.10284000000000001,0.75773,0.003,13.12072828
0.25137,0.0,0.11827,0.18844999999999998,0.0635,0.10284000000000001,0.75773,0.014,24.42813468
0.25137,0.0,0.11827,0.18844999999999998,0.0635,0.10284000000000001,0.75773,0.028,32.66047812
0.25137,0.0,0.11827,0.18844999999999998,0.0635,0.10284000000000001,0.75773,0.056,36.63875464
0.25137,0.0,0.11827,0.18844999999999998,0.0635,0.10284000000000001,0.75773,0.1,44.209201119999996
0.18137999999999999,0.0,0.16701,0.16959,0.0756,0.10555999999999999,0.7777999999999999,0.003,13.62404576
0.18137999999999999,0.0,0.16701,0.16959,0.0756,0.10555999999999999,0.7777999999999999,0.014,21.601283079999998
0.18137999999999999,0.0,0.16701,0.16959,0.0756,0.10555999999999999,0.7777999999999999,0.028,27.77209328
0.18137999999999999,0.0,0.16701,0.16959,0.0756,0.10555999999999999,0.7777999999999999,0.056,35.570066839999996
0.18137999999999999,0.0,0.16701,0.16959,0.0756,0.10555999999999999,0.7777999999999999,0.1,45.3675208
0.18203999999999998,0.04521,0.12197,0.17021,0.0819,0.10594,0.78065,0.003,7.3153403599999995
0.18203999999999998,0.04521,0.12197,0.17021,0.0819,0.10594,0.78065,0.014,21.504756439999998
0.18203999999999998,0.04521,0.12197,0.17021,0.0819,0.10594,0.78065,0.028,31.2677366
0.18203999999999998,0.04521,0.12197,0.17021,0.0819,0.10594,0.78065,0.056,43.49904084
0.18203999999999998,0.04521,0.12197,0.17021,0.0819,0.10594,0.78065,0.1,48.67011084
0.16888,0.04222,0.12425,0.15833000000000003,0.10830000000000001,0.10808,0.79615,0.003,7.3980774799999995
0.16888,0.04222,0.12425,0.15833000000000003,0.10830000000000001,0.10808,0.79615,0.014,23.5111316
0.16888,0.04222,0.12425,0.15833000000000003,0.10830000000000001,0.10808,0.79615,0.028,31.11605188
0.16888,0.04222,0.12425,0.15833000000000003,0.10830000000000001,0.10808,0.79615,0.056,39.14844728
0.16888,0.04222,0.12425,0.15833000000000003,0.10830000000000001,0.10808,0.79615,0.1,48.15300384
0.29035,0.0,0.09618,0.16808,0.0941,0.096118,0.865,0.003,22.50449664
0.29035,0.0,0.09618,0.16808,0.0941,0.096118,0.865,0.014,34.67374804
0.29035,0.0,0.09618,0.16808,0.0941,0.096118,0.865,0.028,34.73580088
0.29035,0.0,0.09618,0.16808,0.0941,0.096118,0.865,0.056,45.08483564
0.29035,0.0,0.09618,0.16808,0.0941,0.096118,0.865,0.1,48.97348028
0.27705,0.0,0.09739,0.1606,0.1183,0.09739,0.87561,0.003,23.13881456
0.27705,0.0,0.09739,0.1606,0.1183,0.09739,0.87561,0.014,41.885667
0.27705,0.0,0.09739,0.1606,0.1183,0.09739,0.87561,0.028,48.28400428
0.27705,0.0,0.09739,0.1606,0.1183,0.09739,0.87561,0.056,51.03501352
0.27705,0.0,0.09739,0.1606,0.1183,0.09739,0.87561,0.1,55.6407132
0.29571,0.0,0.09564,0.17154,0.08869999999999999,0.095514,0.8592000000000001,0.003,22.94576128
0.29571,0.0,0.09564,0.17154,0.08869999999999999,0.095514,0.8592000000000001,0.014,35.2322236
0.29571,0.0,0.09564,0.17154,0.08869999999999999,0.095514,0.8592000000000001,0.028,39.94134468
0.29571,0.0,0.09564,0.17154,0.08869999999999999,0.095514,0.8592000000000001,0.056,48.718374159999996
0.29571,0.0,0.09564,0.17154,0.08869999999999999,0.095514,0.8592000000000001,0.1,52.04164848
0.25181,0.0,0.09994,0.14614,0.1235,0.1006,0.89976,0.003,21.02212324
0.25181,0.0,0.09994,0.14614,0.1235,0.1006,0.89976,0.014,33.35684888
0.25181,0.0,0.09994,0.14614,0.1235,0.1006,0.89976,0.028,33.94290348
0.25181,0.0,0.09994,0.14614,0.1235,0.1006,0.89976,0.056,44.14025352
0.25181,0.0,0.09994,0.14614,0.1235,0.1006,0.89976,0.1,45.3675208
0.2491,0.0,0.09875,0.15811,0.128,0.098776,0.88901,0.003,15.361525279999999
0.2491,0.0,0.09875,0.15811,0.128,0.098776,0.88901,0.014,28.6822016
0.2491,0.0,0.09875,0.15811,0.128,0.098776,0.88901,0.028,30.84715624
0.2491,0.0,0.09875,0.15811,0.128,0.098776,0.88901,0.056,42.030456959999995
0.2491,0.0,0.09875,0.15811,0.128,0.098776,0.88901,0.1,51.0556978
0.25231,0.0,0.09875,0.14625,0.1417,0.098776,0.88901,0.003,21.78054684
0.25231,0.0,0.09875,0.14625,0.1417,0.098776,0.88901,0.014,42.29245784
0.25231,0.0,0.09875,0.14625,0.1417,0.098776,0.88901,0.028,50.60064364
0.25231,0.0,0.09875,0.14625,0.1417,0.098776,0.88901,0.056,55.82687172
0.25231,0.0,0.09875,0.14625,0.1417,0.098776,0.88901,0.1,60.949678399999996
0.24683000000000002,0.0,0.12508,0.1433,0.1199,0.10868,0.80089,0.003,23.52492112
0.24683000000000002,0.0,0.12508,0.1433,0.1199,0.10868,0.80089,0.014,42.21661548
0.24683000000000002,0.0,0.12508,0.1433,0.1199,0.10868,0.80089,0.028,52.5035974
0.24683000000000002,0.0,0.12508,0.1433,0.1199,0.10868,0.80089,0.056,60.32225524
0.24683000000000002,0.0,0.12508,0.1433,0.1199,0.10868,0.80089,0.1,66.42411784
0.27507,0.0,0.12135,0.15947999999999998,0.099,0.10536,0.7775,0.003,23.80071152
0.27507,0.0,0.12135,0.15947999999999998,0.099,0.10536,0.7775,0.014,38.76923548
0.27507,0.0,0.12135,0.15947999999999998,0.099,0.10536,0.7775,0.028,51.331488199999995
0.27507,0.0,0.12135,0.15947999999999998,0.099,0.10536,0.7775,0.056,56.847296199999995
0.27507,0.0,0.12135,0.15947999999999998,0.099,0.10536,0.7775,0.1,58.60546
0.29716000000000004,0.0,0.11754,0.1748,0.09519999999999999,0.10228,0.7534500000000001,0.003,21.91154728
0.29716000000000004,0.0,0.11754,0.1748,0.09519999999999999,0.10228,0.7534500000000001,0.014,36.990387399999996
0.29716000000000004,0.0,0.11754,0.1748,0.09519999999999999,0.10228,0.7534500000000001,0.028,47.401475
0.29716000000000004,0.0,0.11754,0.1748,0.09519999999999999,0.10228,0.7534500000000001,0.056,51.95891136
0.29716000000000004,0.0,0.11754,0.1748,0.09519999999999999,0.10228,0.7534500000000001,0.1,56.7438748
0.21374,0.0,0.17474,0.15478999999999998,0.1016,0.10535,0.77635,0.003,17.57474324
0.21374,0.0,0.17474,0.15478999999999998,0.1016,0.10535,0.77635,0.014,33.72916592
0.21374,0.0,0.17474,0.15478999999999998,0.1016,0.10535,0.77635,0.028,40.14818748
0.21374,0.0,0.17474,0.15478999999999998,0.1016,0.10535,0.77635,0.056,46.6430514
0.21374,0.0,0.17474,0.15478999999999998,0.1016,0.10535,0.77635,0.1,50.07664188
0.2135,0.0,0.17424,0.15461000000000003,0.1166,0.10522999999999999,0.7754800000000001,0.003,17.36790044
0.2135,0.0,0.17424,0.15461000000000003,0.1166,0.10522999999999999,0.7754800000000001,0.014,33.70158688
0.2135,0.0,0.17424,0.15461000000000003,0.1166,0.10522999999999999,0.7754800000000001,0.028,45.939785879999995
0.2135,0.0,0.17424,0.15461000000000003,0.1166,0.10522999999999999,0.7754800000000001,0.056,51.4349096
0.2135,0.0,0.17424,0.15461000000000003,0.1166,0.10522999999999999,0.7754800000000001,0.1,59.30183076
0.27719,0.09781999999999999,0.024460000000000003,0.16069999999999998,0.1119,0.10617,0.78246,0.003,30.44726016
0.27719,0.09781999999999999,0.024460000000000003,0.16069999999999998,0.1119,0.10617,0.78246,0.014,47.7117392
0.27719,0.09781999999999999,0.024460000000000003,0.16069999999999998,0.1119,0.10617,0.78246,0.028,63.14221208
0.27719,0.09781999999999999,0.024460000000000003,0.16069999999999998,0.1119,0.10617,0.78246,0.056,66.82401392
0.27719,0.09781999999999999,0.024460000000000003,0.16069999999999998,0.1119,0.10617,0.78246,0.1,66.9481196
0.21822999999999998,0.05464,0.12378,0.14075,0.1191,0.10757,0.79267,0.003,27.42046052
0.21822999999999998,0.05464,0.12378,0.14075,0.1191,0.10757,0.79267,0.014,35.9561734
0.21822999999999998,0.05464,0.12378,0.14075,0.1191,0.10757,0.79267,0.028,55.50971276
0.21822999999999998,0.05464,0.12378,0.14075,0.1191,0.10757,0.79267,0.056,61.99078716
0.21822999999999998,0.05464,0.12378,0.14075,0.1191,0.10757,0.79267,0.1,63.528318639999995
0.2149,0.0538,0.12189,0.15563,0.09609999999999999,0.10142999999999999,0.78058,0.003,18.01600788
0.2149,0.0538,0.12189,0.15563,0.09609999999999999,0.10142999999999999,0.78058,0.014,38.60376124
0.2149,0.0538,0.12189,0.15563,0.09609999999999999,0.10142999999999999,0.78058,0.028,52.20022796
0.2149,0.0538,0.12189,0.15563,0.09609999999999999,0.10142999999999999,0.78058,0.056,53.95839176
0.2149,0.0538,0.12189,0.15563,0.09609999999999999,0.10142999999999999,0.78058,0.1,56.63355864
0.21885,0.0,0.12412999999999999,0.15849000000000002,0.1133,0.10787000000000001,0.79491,0.003,15.340841
0.21885,0.0,0.12412999999999999,0.15849000000000002,0.1133,0.10787000000000001,0.79491,0.014,26.04840328
0.21885,0.0,0.12412999999999999,0.15849000000000002,0.1133,0.10787000000000001,0.79491,0.028,30.219733079999997
0.21885,0.0,0.12412999999999999,0.15849000000000002,0.1133,0.10787000000000001,0.79491,0.056,37.2661778
0.21885,0.0,0.12412999999999999,0.15849000000000002,0.1133,0.10787000000000001,0.79491,0.1,46.2293658
0.376,0.0,0.0,0.21459999999999999,0.0,0.10035,0.76236,0.003,16.27852836
0.376,0.0,0.0,0.21459999999999999,0.0,0.10035,0.76236,0.014,25.62092816
0.376,0.0,0.0,0.21459999999999999,0.0,0.10035,0.76236,0.028,31.971002119999998
0.376,0.0,0.0,0.21459999999999999,0.0,0.10035,0.76236,0.056,36.3009114
0.376,0.0,0.0,0.21459999999999999,0.0,0.10035,0.76236,0.1,43.0577762
0.5,0.0,0.0,0.14,0.04,0.0966,0.853,0.028,67.568648
0.475,0.0,0.059,0.142,0.019,0.1098,0.641,0.028,57.226507999999995
0.315,0.137,0.0,0.145,0.059000000000000004,0.113,0.745,0.028,81.75116932
0.505,0.0,0.06,0.195,0.0,0.103,0.63,0.028,64.0178466
0.451,0.0,0.0,0.165,0.1125,0.103,0.745,0.028,78.80021203999999
0.516,0.0,0.0,0.162,0.08199999999999999,0.0801,0.802,0.028,41.36856
0.52,0.0,0.0,0.17,0.052000000000000005,0.0855,0.855,0.028,60.280886679999995
0.528,0.0,0.0,0.185,0.06860000000000001,0.092,0.72,0.028,56.83350668
0.52,0.0,0.0,0.175,0.052000000000000005,0.087,0.805,0.028,51.021224
0.385,0.0,0.136,0.158,0.2,0.0903,0.768,0.028,55.55108132
0.5001,0.0,0.0,0.2,0.03,0.11244000000000001,0.6132000000000001,0.028,44.13335876
0.4501,0.05,0.0,0.2,0.03,0.11244000000000001,0.6132000000000001,0.028,39.37597436
0.397,0.0172,0.158,0.167,0.20800000000000002,0.0967,0.633,0.028,55.647607959999995
0.333,0.0175,0.163,0.167,0.179,0.0996,0.652,0.028,47.27736932
0.334,0.0176,0.158,0.189,0.153,0.0967,0.633,0.028,44.32641204
0.405,0.0,0.0,0.175,0.0,0.112,0.695,0.028,52.30364936
0.2,0.2,0.0,0.19,0.0,0.1145,0.66,0.028,49.249270679999995
0.516,0.0,0.0,0.162,0.08259999999999999,0.0801,0.802,0.028,41.36856
0.145,0.116,0.119,0.184,0.057,0.0833,0.88,0.028,29.15794004
0.16,0.128,0.122,0.182,0.064,0.0824,0.879,0.028,39.39665864
0.234,0.156,0.0,0.189,0.058499999999999996,0.0981,0.76,0.028,39.300132
0.25,0.18,0.095,0.159,0.09449999999999999,0.086,0.8,0.028,67.86512268
0.475,0.0,0.0,0.162,0.095,0.1044,0.662,0.028,58.522722879999996
0.285,0.19,0.0,0.163,0.076,0.1031,0.685,0.028,53.57917996
0.356,0.119,0.0,0.16,0.09029999999999999,0.1061,0.657,0.028,58.99846132
0.275,0.18,0.12,0.162,0.1035,0.083,0.765,0.028,76.23536132
0.5,0.0,0.0,0.151,0.09,0.1033,0.655,0.028,69.83702404
0.165,2e-05,0.14357,0.16381,0.0,0.10056,0.9008999999999999,0.003,14.39625888
0.165,0.1285,0.1321,0.17506,0.0808,0.10057999999999999,0.7466,0.003,19.41564416
0.17803,0.1298,0.1186,0.17994,0.035699999999999996,0.10073,0.7467999999999999,0.003,20.72564856
0.16735,0.12990000000000002,0.12862,0.17546,0.0779,0.10063,0.7466,0.003,14.94094492
0.17238,0.013609999999999999,0.17237,0.15675999999999998,0.0414,0.10063,0.8563999999999999,0.003,21.29101888
0.17354,0.05005,0.17353,0.16477,0.0647,0.10062,0.7935,0.003,23.07676172
0.167,0.07540000000000001,0.167,0.16403,0.0791,0.10073,0.7701,0.003,15.520104759999999
0.17381,0.09337000000000001,0.15990000000000001,0.17234,0.0973,0.10072,0.7466,0.003,15.81657944
0.19034,0.0,0.12518,0.16661,0.09880000000000001,0.1079,0.7988999999999999,0.003,12.5484632
0.25,0.0,0.09569,0.19184,0.0533,0.09489,0.8572000000000001,0.003,8.48744956
0.2135,0.0,0.17424,0.15921000000000002,0.1166,0.10436,0.7719,0.003,15.60973664
0.19468000000000002,0.0,0.10052,0.17017,0.0748,0.0998,0.9017999999999999,0.003,12.17614616
0.25137,0.0,0.11827,0.19294,0.0575,0.10436,0.7543,0.003,11.98309288
0.165,2e-05,0.14357,0.16381,0.0,0.10056,0.9008999999999999,0.014,16.87837248
0.165,0.1285,0.1321,0.17506,0.0808,0.10057999999999999,0.7466,0.014,33.08795324
0.17803,0.1298,0.1186,0.17994,0.035699999999999996,0.10073,0.7467999999999999,0.014,34.23937816
0.16735,0.12990000000000002,0.12862,0.17546,0.0779,0.10063,0.7466,0.014,31.812422639999998
0.17238,0.013609999999999999,0.17237,0.15675999999999998,0.0414,0.10063,0.8563999999999999,0.014,29.7508894
0.17354,0.05005,0.17353,0.16477,0.0647,0.10062,0.7935,0.014,33.00521612
0.167,0.07540000000000001,0.167,0.16403,0.0791,0.10073,0.7701,0.014,32.90179472
0.17381,0.09337000000000001,0.15990000000000001,0.17234,0.0973,0.10072,0.7466,0.014,29.55094136
0.19034,0.0,0.12518,0.16661,0.09880000000000001,0.1079,0.7988999999999999,0.014,19.41564416
0.25,0.0,0.09569,0.19184,0.0533,0.09489,0.8572000000000001,0.014,24.65566176
0.2135,0.0,0.17424,0.15921000000000002,0.1166,0.10436,0.7719,0.014,29.592309919999998
0.19468000000000002,0.0,0.10052,0.17017,0.0748,0.0998,0.9017999999999999,0.014,24.28334472
0.25137,0.0,0.11827,0.19294,0.0575,0.10436,0.7543,0.014,20.72564856
0.165,2e-05,0.14357,0.16381,0.0,0.10056,0.9008999999999999,0.028,26.200088
0.165,0.1285,0.1321,0.17506,0.0808,0.10057999999999999,0.7466,0.028,46.38794528
0.17803,0.1298,0.1186,0.17994,0.035699999999999996,0.10073,0.7467999999999999,0.028,39.1622368
0.16735,0.12990000000000002,0.12862,0.17546,0.0779,0.10063,0.7466,0.028,41.20308576
0.17238,0.013609999999999999,0.17237,0.15675999999999998,0.0414,0.10063,0.8563999999999999,0.028,33.68779736
0.17354,0.05005,0.17353,0.16477,0.0647,0.10062,0.7935,0.028,38.20386516
0.167,0.07540000000000001,0.167,0.16403,0.0791,0.10073,0.7701,0.028,41.40992856
0.17381,0.09337000000000001,0.15990000000000001,0.17234,0.0973,0.10072,0.7466,0.028,37.810863839999996
0.19034,0.0,0.12518,0.16661,0.09880000000000001,0.1079,0.7988999999999999,0.028,24.84871504
0.25,0.0,0.09569,0.19184,0.0533,0.09489,0.8572000000000001,0.028,27.22051248
0.2135,0.0,0.17424,0.15921000000000002,0.1166,0.10436,0.7719,0.028,44.63667624
0.19468000000000002,0.0,0.10052,0.17017,0.0748,0.0998,0.9017999999999999,0.028,37.2661778
0.25137,0.0,0.11827,0.19294,0.0575,0.10436,0.7543,0.028,33.27411176
0.165,2e-05,0.14357,0.16381,0.0,0.10056,0.9008999999999999,0.056,36.56291228
0.165,0.1285,0.1321,0.17506,0.0808,0.10057999999999999,0.7466,0.056,53.72396992
0.17803,0.1298,0.1186,0.17994,0.035699999999999996,0.10073,0.7467999999999999,0.056,48.587373719999995
0.16735,0.12990000000000002,0.12862,0.17546,0.0779,0.10063,0.7466,0.056,51.72448952
0.17238,0.013609999999999999,0.17237,0.15675999999999998,0.0414,0.10063,0.8563999999999999,0.056,35.852751999999995
0.17354,0.05005,0.17353,0.16477,0.0647,0.10062,0.7935,0.056,53.77223324
0.167,0.07540000000000001,0.167,0.16403,0.0791,0.10073,0.7701,0.056,53.46196904
0.17381,0.09337000000000001,0.15990000000000001,0.17234,0.0973,0.10072,0.7466,0.056,48.9872698
0.19034,0.0,0.12518,0.16661,0.09880000000000001,0.1079,0.7988999999999999,0.056,31.715896
